YEAR,LocationAbbr,LocationDesc,TopicDesc,MeasureDesc,Data_Value,Sample_Size,Gender,Race,Age,Education
2012,UT,Utah,Cigarette Use (Adults),Current Smoking,10.6,"12,203",Overall,All Races,All Ages,All Grades
2012,UT,Utah,Cigarette Use (Adults),Current Smoking,11.9,"5,155",Male,All Races,All Ages,All Grades
2012,UT,Utah,Cigarette Use (Adults),Current Smoking,9.2,"7,048",Female,All Races,All Ages,All Grades
2012,UT,Utah,Cigarette Use (Adults),Current Smoking,11.7,53,Overall,African American,All Ages,All Grades
2012,UT,Utah,Cigarette Use (Adults),Current Smoking,20.4,82,Overall,American Indian/Alaska Native,All Ages,All Grades
2012,UT,Utah,Cigarette Use (Adults),Current Smoking,13.6,168,Overall,Asian/Pacific Islander,All Ages,All Grades
2012,UT,Utah,Cigarette Use (Adults),Current Smoking,11,752,Overall,Hispanic,All Ages,All Grades
2012,UT,Utah,Cigarette Use (Adults),Current Smoking,10.1,"10,848",Overall,White,All Ages,All Grades
2012,UT,Utah,Cigarette Use (Adults),Current Smoking,11.8,837,Overall,All Races,18 to 24 Years,All Grades
2012,UT,Utah,Cigarette Use (Adults),Current Smoking,11.4,"3,691",Overall,All Races,25 to 44 Years,All Grades
2012,UT,Utah,Cigarette Use (Adults),Current Smoking,11.6,"4,297",Overall,All Races,45 to 64 Years,All Grades
2012,UT,Utah,Cigarette Use (Adults),Current Smoking,4.7,"3,275",Overall,All Races,65 Years and Older,All Grades
2012,UT,Utah,Cigarette Use (Adults),Current Smoking,27.9,595,Overall,All Races,Age 20 and Older,< 12th Grade
2012,UT,Utah,Cigarette Use (Adults),Current Smoking,18,"2,919",Overall,All Races,Age 20 and Older,12th Grade
2012,UT,Utah,Cigarette Use (Adults),Current Smoking,6.3,"8,301",Overall,All Races,Age 20 and Older,> 12th Grade
2012,UT,Utah,Cigarette Use (Adults),Current Smoking,25.7,571,Overall,All Races,Age 25 and Older,< 12th Grade
2012,UT,Utah,Cigarette Use (Adults),Current Smoking,17,"2,728",Overall,All Races,Age 25 and Older,12th Grade
2012,UT,Utah,Cigarette Use (Adults),Current Smoking,6,"7,937",Overall,All Races,Age 25 and Older,> 12th Grade
2012,UT,Utah,Cigarette Use (Adults),Current Smoking,10.5,"2,528",Female,All Races,18 to 44 Years,All Grades
2012,VT,Vermont,Cigarette Use (Adults),Current Smoking,16.5,"5,957",Overall,All Races,All Ages,All Grades
2012,VT,Vermont,Cigarette Use (Adults),Current Smoking,18.2,"2,493",Male,All Races,All Ages,All Grades
2012,VT,Vermont,Cigarette Use (Adults),Current Smoking,14.8,"3,464",Female,All Races,All Ages,All Grades
2012,VT,Vermont,Cigarette Use (Adults),Current Smoking,,,Overall,African American,All Ages,All Grades
2012,VT,Vermont,Cigarette Use (Adults),Current Smoking,,,Overall,American Indian/Alaska Native,All Ages,All Grades
2012,VT,Vermont,Cigarette Use (Adults),Current Smoking,,,Overall,Asian/Pacific Islander,All Ages,All Grades
2012,VT,Vermont,Cigarette Use (Adults),Current Smoking,22.5,69,Overall,Hispanic,All Ages,All Grades
2012,VT,Vermont,Cigarette Use (Adults),Current Smoking,15.9,"5,602",Overall,White,All Ages,All Grades
2012,VT,Vermont,Cigarette Use (Adults),Current Smoking,19.8,268,Overall,All Races,18 to 24 Years,All Grades
2012,VT,Vermont,Cigarette Use (Adults),Current Smoking,21.8,"1,183",Overall,All Races,25 to 44 Years,All Grades
2012,VT,Vermont,Cigarette Use (Adults),Current Smoking,17,"2,512",Overall,All Races,45 to 64 Years,All Grades
2012,VT,Vermont,Cigarette Use (Adults),Current Smoking,6,"1,954",Overall,All Races,65 Years and Older,All Grades
2012,VT,Vermont,Cigarette Use (Adults),Current Smoking,38.9,364,Overall,All Races,Age 20 and Older,< 12th Grade
2012,VT,Vermont,Cigarette Use (Adults),Current Smoking,21.6,"1,766",Overall,All Races,Age 20 and Older,12th Grade
2012,VT,Vermont,Cigarette Use (Adults),Current Smoking,11.1,"3,711",Overall,All Races,Age 20 and Older,> 12th Grade
2012,VT,Vermont,Cigarette Use (Adults),Current Smoking,38.9,355,Overall,All Races,Age 25 and Older,< 12th Grade
2012,VT,Vermont,Cigarette Use (Adults),Current Smoking,19.5,"1,702",Overall,All Races,Age 25 and Older,12th Grade
2012,VT,Vermont,Cigarette Use (Adults),Current Smoking,10.9,"3,580",Overall,All Races,Age 25 and Older,> 12th Grade
2012,VT,Vermont,Cigarette Use (Adults),Current Smoking,20.3,792,Female,All Races,18 to 44 Years,All Grades
2012,VA,Virginia,Cigarette Use (Adults),Current Smoking,19,"7,154",Overall,All Races,All Ages,All Grades
2012,VA,Virginia,Cigarette Use (Adults),Current Smoking,21.6,"2,942",Male,All Races,All Ages,All Grades
2012,VA,Virginia,Cigarette Use (Adults),Current Smoking,16.6,"4,212",Female,All Races,All Ages,All Grades
2012,VA,Virginia,Cigarette Use (Adults),Current Smoking,21.6,"1,004",Overall,African American,All Ages,All Grades
2012,VA,Virginia,Cigarette Use (Adults),Current Smoking,53.2,55,Overall,American Indian/Alaska Native,All Ages,All Grades
2012,VA,Virginia,Cigarette Use (Adults),Current Smoking,14.8,169,Overall,Asian/Pacific Islander,All Ages,All Grades
2012,VA,Virginia,Cigarette Use (Adults),Current Smoking,19.3,272,Overall,Hispanic,All Ages,All Grades
2012,VA,Virginia,Cigarette Use (Adults),Current Smoking,17.9,"5,371",Overall,White,All Ages,All Grades
2012,VA,Virginia,Cigarette Use (Adults),Current Smoking,21.4,329,Overall,All Races,18 to 24 Years,All Grades
2012,VA,Virginia,Cigarette Use (Adults),Current Smoking,20.2,"1,730",Overall,All Races,25 to 44 Years,All Grades
2012,VA,Virginia,Cigarette Use (Adults),Current Smoking,21.8,"2,846",Overall,All Races,45 to 64 Years,All Grades
2012,VA,Virginia,Cigarette Use (Adults),Current Smoking,9.6,"2,168",Overall,All Races,65 Years and Older,All Grades
2012,VA,Virginia,Cigarette Use (Adults),Current Smoking,31.8,568,Overall,All Races,Age 20 and Older,< 12th Grade
2012,VA,Virginia,Cigarette Use (Adults),Current Smoking,26,"1,700",Overall,All Races,Age 20 and Older,12th Grade
2012,VA,Virginia,Cigarette Use (Adults),Current Smoking,14,"4,721",Overall,All Races,Age 20 and Older,> 12th Grade
2012,VA,Virginia,Cigarette Use (Adults),Current Smoking,31.8,552,Overall,All Races,Age 25 and Older,< 12th Grade
2012,VA,Virginia,Cigarette Use (Adults),Current Smoking,25.5,"1,638",Overall,All Races,Age 25 and Older,12th Grade
2012,VA,Virginia,Cigarette Use (Adults),Current Smoking,13.2,"4,545",Overall,All Races,Age 25 and Older,> 12th Grade
2012,VA,Virginia,Cigarette Use (Adults),Current Smoking,17.1,"1,140",Female,All Races,18 to 44 Years,All Grades
2012,WA,Washington,Cigarette Use (Adults),Current Smoking,17.2,"15,173",Overall,All Races,All Ages,All Grades
2012,WA,Washington,Cigarette Use (Adults),Current Smoking,18.7,"6,484",Male,All Races,All Ages,All Grades
2012,WA,Washington,Cigarette Use (Adults),Current Smoking,15.7,"8,689",Female,All Races,All Ages,All Grades
2012,WA,Washington,Cigarette Use (Adults),Current Smoking,18.8,225,Overall,African American,All Ages,All Grades
2012,WA,Washington,Cigarette Use (Adults),Current Smoking,32.5,154,Overall,American Indian/Alaska Native,All Ages,All Grades
2012,WA,Washington,Cigarette Use (Adults),Current Smoking,12.1,483,Overall,Asian/Pacific Islander,All Ages,All Grades
2012,WA,Washington,Cigarette Use (Adults),Current Smoking,13.5,814,Overall,Hispanic,All Ages,All Grades
2012,WA,Washington,Cigarette Use (Adults),Current Smoking,17.5,"12,834",Overall,White,All Ages,All Grades
2012,WA,Washington,Cigarette Use (Adults),Current Smoking,14.8,766,Overall,All Races,18 to 24 Years,All Grades
2012,WA,Washington,Cigarette Use (Adults),Current Smoking,21.9,"3,261",Overall,All Races,25 to 44 Years,All Grades
2012,WA,Washington,Cigarette Use (Adults),Current Smoking,18.4,"6,069",Overall,All Races,45 to 64 Years,All Grades
2012,WA,Washington,Cigarette Use (Adults),Current Smoking,7.5,"4,915",Overall,All Races,65 Years and Older,All Grades
2012,WA,Washington,Cigarette Use (Adults),Current Smoking,31.8,791,Overall,All Races,Age 20 and Older,< 12th Grade
2012,WA,Washington,Cigarette Use (Adults),Current Smoking,25.4,"3,318",Overall,All Races,Age 20 and Older,12th Grade
2012,WA,Washington,Cigarette Use (Adults),Current Smoking,12.5,"10,663",Overall,All Races,Age 20 and Older,> 12th Grade
2012,WA,Washington,Cigarette Use (Adults),Current Smoking,31.7,763,Overall,All Races,Age 25 and Older,< 12th Grade
2012,WA,Washington,Cigarette Use (Adults),Current Smoking,25.1,"3,147",Overall,All Races,Age 25 and Older,12th Grade
2012,WA,Washington,Cigarette Use (Adults),Current Smoking,12.9,"10,311",Overall,All Races,Age 25 and Older,> 12th Grade
2012,WA,Washington,Cigarette Use (Adults),Current Smoking,17.8,"2,108",Female,All Races,18 to 44 Years,All Grades
2012,WV,West Virginia,Cigarette Use (Adults),Current Smoking,28.2,"5,390",Overall,All Races,All Ages,All Grades
2012,WV,West Virginia,Cigarette Use (Adults),Current Smoking,28.7,"2,262",Male,All Races,All Ages,All Grades
2012,WV,West Virginia,Cigarette Use (Adults),Current Smoking,27.6,"3,128",Female,All Races,All Ages,All Grades
2012,WV,West Virginia,Cigarette Use (Adults),Current Smoking,26.4,117,Overall,African American,All Ages,All Grades
2012,WV,West Virginia,Cigarette Use (Adults),Current Smoking,,,Overall,American Indian/Alaska Native,All Ages,All Grades
2012,WV,West Virginia,Cigarette Use (Adults),Current Smoking,,,Overall,Asian/Pacific Islander,All Ages,All Grades
2012,WV,West Virginia,Cigarette Use (Adults),Current Smoking,28,68,Overall,Hispanic,All Ages,All Grades
2012,WV,West Virginia,Cigarette Use (Adults),Current Smoking,27.7,"5,044",Overall,White,All Ages,All Grades
2012,WV,West Virginia,Cigarette Use (Adults),Current Smoking,33.2,299,Overall,All Races,18 to 24 Years,All Grades
2012,WV,West Virginia,Cigarette Use (Adults),Current Smoking,37.5,"1,173",Overall,All Races,25 to 44 Years,All Grades
2012,WV,West Virginia,Cigarette Use (Adults),Current Smoking,29.7,"2,190",Overall,All Races,45 to 64 Years,All Grades
2012,WV,West Virginia,Cigarette Use (Adults),Current Smoking,10.4,"1,700",Overall,All Races,65 Years and Older,All Grades
2012,WV,West Virginia,Cigarette Use (Adults),Current Smoking,41.4,756,Overall,All Races,Age 20 and Older,< 12th Grade
2012,WV,West Virginia,Cigarette Use (Adults),Current Smoking,30.1,"2,114",Overall,All Races,Age 20 and Older,12th Grade
2012,WV,West Virginia,Cigarette Use (Adults),Current Smoking,21.8,"2,427",Overall,All Races,Age 20 and Older,> 12th Grade
2012,WV,West Virginia,Cigarette Use (Adults),Current Smoking,39.1,733,Overall,All Races,Age 25 and Older,< 12th Grade
2012,WV,West Virginia,Cigarette Use (Adults),Current Smoking,28.9,"2,015",Overall,All Races,Age 25 and Older,12th Grade
2012,WV,West Virginia,Cigarette Use (Adults),Current Smoking,21.6,"2,312",Overall,All Races,Age 25 and Older,> 12th Grade
2012,WV,West Virginia,Cigarette Use (Adults),Current Smoking,38.4,826,Female,All Races,18 to 44 Years,All Grades
2012,WI,Wisconsin,Cigarette Use (Adults),Current Smoking,20.4,"5,133",Overall,All Races,All Ages,All Grades
2012,WI,Wisconsin,Cigarette Use (Adults),Current Smoking,21.3,"2,178",Male,All Races,All Ages,All Grades
2012,WI,Wisconsin,Cigarette Use (Adults),Current Smoking,19.5,"2,955",Female,All Races,All Ages,All Grades
2012,WI,Wisconsin,Cigarette Use (Adults),Current Smoking,28.9,365,Overall,African American,All Ages,All Grades
2012,WI,Wisconsin,Cigarette Use (Adults),Current Smoking,25.1,91,Overall,American Indian/Alaska Native,All Ages,All Grades
2012,WI,Wisconsin,Cigarette Use (Adults),Current Smoking,,,Overall,Asian/Pacific Islander,All Ages,All Grades
2012,WI,Wisconsin,Cigarette Use (Adults),Current Smoking,32,93,Overall,Hispanic,All Ages,All Grades
2012,WI,Wisconsin,Cigarette Use (Adults),Current Smoking,19.3,"4,417",Overall,White,All Ages,All Grades
2012,WI,Wisconsin,Cigarette Use (Adults),Current Smoking,20.4,256,Overall,All Races,18 to 24 Years,All Grades
2012,WI,Wisconsin,Cigarette Use (Adults),Current Smoking,24.6,"1,126",Overall,All Races,25 to 44 Years,All Grades
2012,WI,Wisconsin,Cigarette Use (Adults),Current Smoking,23.8,"2,126",Overall,All Races,45 to 64 Years,All Grades
2012,WI,Wisconsin,Cigarette Use (Adults),Current Smoking,6.7,"1,596",Overall,All Races,65 Years and Older,All Grades
2012,WI,Wisconsin,Cigarette Use (Adults),Current Smoking,43.9,312,Overall,All Races,Age 20 and Older,< 12th Grade
2012,WI,Wisconsin,Cigarette Use (Adults),Current Smoking,24.5,"1,733",Overall,All Races,Age 20 and Older,12th Grade
2012,WI,Wisconsin,Cigarette Use (Adults),Current Smoking,14.8,"2,986",Overall,All Races,Age 20 and Older,> 12th Grade
2012,WI,Wisconsin,Cigarette Use (Adults),Current Smoking,44.2,304,Overall,All Races,Age 25 and Older,< 12th Grade
2012,WI,Wisconsin,Cigarette Use (Adults),Current Smoking,23.4,"1,685",Overall,All Races,Age 25 and Older,12th Grade
2012,WI,Wisconsin,Cigarette Use (Adults),Current Smoking,14.3,"2,854",Overall,All Races,Age 25 and Older,> 12th Grade
2012,WI,Wisconsin,Cigarette Use (Adults),Current Smoking,24.1,761,Female,All Races,18 to 44 Years,All Grades
2012,WY,Wyoming,Cigarette Use (Adults),Current Smoking,21.8,"6,159",Overall,All Races,All Ages,All Grades
2012,WY,Wyoming,Cigarette Use (Adults),Current Smoking,24.6,"2,517",Male,All Races,All Ages,All Grades
2012,WY,Wyoming,Cigarette Use (Adults),Current Smoking,18.9,"3,642",Female,All Races,All Ages,All Grades
2012,WY,Wyoming,Cigarette Use (Adults),Current Smoking,,,Overall,African American,All Ages,All Grades
2012,WY,Wyoming,Cigarette Use (Adults),Current Smoking,39.7,68,Overall,American Indian/Alaska Native,All Ages,All Grades
2012,WY,Wyoming,Cigarette Use (Adults),Current Smoking,,,Overall,Asian/Pacific Islander,All Ages,All Grades
2012,WY,Wyoming,Cigarette Use (Adults),Current Smoking,27.8,241,Overall,Hispanic,All Ages,All Grades
2012,WY,Wyoming,Cigarette Use (Adults),Current Smoking,21.2,"5,591",Overall,White,All Ages,All Grades
2012,WY,Wyoming,Cigarette Use (Adults),Current Smoking,28.7,209,Overall,All Races,18 to 24 Years,All Grades
2012,WY,Wyoming,Cigarette Use (Adults),Current Smoking,28.3,"1,041",Overall,All Races,25 to 44 Years,All Grades
2012,WY,Wyoming,Cigarette Use (Adults),Current Smoking,18.7,"2,461",Overall,All Races,45 to 64 Years,All Grades
2012,WY,Wyoming,Cigarette Use (Adults),Current Smoking,11.2,"2,372",Overall,All Races,65 Years and Older,All Grades
2012,WY,Wyoming,Cigarette Use (Adults),Current Smoking,44.3,321,Overall,All Races,Age 20 and Older,< 12th Grade
2012,WY,Wyoming,Cigarette Use (Adults),Current Smoking,26.7,"1,850",Overall,All Races,Age 20 and Older,12th Grade
2012,WY,Wyoming,Cigarette Use (Adults),Current Smoking,17.1,"3,841",Overall,All Races,Age 20 and Older,> 12th Grade
2012,WY,Wyoming,Cigarette Use (Adults),Current Smoking,40.8,311,Overall,All Races,Age 25 and Older,< 12th Grade
2012,WY,Wyoming,Cigarette Use (Adults),Current Smoking,23.7,"1,795",Overall,All Races,Age 25 and Older,12th Grade
2012,WY,Wyoming,Cigarette Use (Adults),Current Smoking,17.1,"3,749",Overall,All Races,Age 25 and Older,> 12th Grade
2012,WY,Wyoming,Cigarette Use (Adults),Current Smoking,24.4,694,Female,All Races,18 to 44 Years,All Grades
2011,AL,Alabama,Cigarette Use (Adults),Current Smoking,24.3,"7,660",Overall,All Races,All Ages,All Grades
2011,AL,Alabama,Cigarette Use (Adults),Current Smoking,28,"2,610",Male,All Races,All Ages,All Grades
2011,AL,Alabama,Cigarette Use (Adults),Current Smoking,21,"5,050",Female,All Races,All Ages,All Grades
2011,AL,Alabama,Cigarette Use (Adults),Current Smoking,20.7,"1,996",Overall,African American,All Ages,All Grades
2011,AL,Alabama,Cigarette Use (Adults),Current Smoking,51.6,68,Overall,American Indian/Alaska Native,All Ages,All Grades
2011,AL,Alabama,Cigarette Use (Adults),Current Smoking,,,Overall,Asian/Pacific Islander,All Ages,All Grades
2011,AL,Alabama,Cigarette Use (Adults),Current Smoking,27.4,121,Overall,Hispanic,All Ages,All Grades
2011,AL,Alabama,Cigarette Use (Adults),Current Smoking,24.9,"5,257",Overall,White,All Ages,All Grades
2011,AL,Alabama,Cigarette Use (Adults),Current Smoking,30.3,382,Overall,All Races,18 to 24 Years,All Grades
2011,AL,Alabama,Cigarette Use (Adults),Current Smoking,28.2,"1,546",Overall,All Races,25 to 44 Years,All Grades
2011,AL,Alabama,Cigarette Use (Adults),Current Smoking,26.2,"3,074",Overall,All Races,45 to 64 Years,All Grades
2011,AL,Alabama,Cigarette Use (Adults),Current Smoking,10.2,"2,601",Overall,All Races,65 Years and Older,All Grades
2011,AL,Alabama,Cigarette Use (Adults),Current Smoking,40.9,"1,188",Overall,All Races,Age 20 and Older,< 12th Grade
2011,AL,Alabama,Cigarette Use (Adults),Current Smoking,26,"2,444",Overall,All Races,Age 20 and Older,12th Grade
2011,AL,Alabama,Cigarette Use (Adults),Current Smoking,17.7,"3,861",Overall,All Races,Age 20 and Older,> 12th Grade
2011,AL,Alabama,Cigarette Use (Adults),Current Smoking,37.5,"1,153",Overall,All Races,Age 25 and Older,< 12th Grade
2011,AL,Alabama,Cigarette Use (Adults),Current Smoking,24.9,"2,349",Overall,All Races,Age 25 and Older,12th Grade
2011,AL,Alabama,Cigarette Use (Adults),Current Smoking,17.5,"3,704",Overall,All Races,Age 25 and Older,> 12th Grade
2011,AL,Alabama,Cigarette Use (Adults),Current Smoking,24.3,"1,235",Female,All Races,18 to 44 Years,All Grades
2011,AK,Alaska,Cigarette Use (Adults),Current Smoking,22.9,"3,513",Overall,All Races,All Ages,All Grades
2011,AK,Alaska,Cigarette Use (Adults),Current Smoking,22.9,"1,621",Male,All Races,All Ages,All Grades
2011,AK,Alaska,Cigarette Use (Adults),Current Smoking,23,"1,892",Female,All Races,All Ages,All Grades
2011,AK,Alaska,Cigarette Use (Adults),Current Smoking,,,Overall,African American,All Ages,All Grades
2011,AK,Alaska,Cigarette Use (Adults),Current Smoking,39.2,513,Overall,American Indian/Alaska Native,All Ages,All Grades
2011,AK,Alaska,Cigarette Use (Adults),Current Smoking,14.4,71,Overall,Asian/Pacific Islander,All Ages,All Grades
2011,AK,Alaska,Cigarette Use (Adults),Current Smoking,22.8,87,Overall,Hispanic,All Ages,All Grades
2011,AK,Alaska,Cigarette Use (Adults),Current Smoking,19.3,"2,534",Overall,White,All Ages,All Grades
2011,AK,Alaska,Cigarette Use (Adults),Current Smoking,21.8,231,Overall,All Races,18 to 24 Years,All Grades
2011,AK,Alaska,Cigarette Use (Adults),Current Smoking,26.3,"1,073",Overall,All Races,25 to 44 Years,All Grades
2011,AK,Alaska,Cigarette Use (Adults),Current Smoking,22.9,"1,551",Overall,All Races,45 to 64 Years,All Grades
2011,AK,Alaska,Cigarette Use (Adults),Current Smoking,12.4,624,Overall,All Races,65 Years and Older,All Grades
2011,AK,Alaska,Cigarette Use (Adults),Current Smoking,45.7,246,Overall,All Races,Age 20 and Older,< 12th Grade
2011,AK,Alaska,Cigarette Use (Adults),Current Smoking,29.9,993,Overall,All Races,Age 20 and Older,12th Grade
2011,AK,Alaska,Cigarette Use (Adults),Current Smoking,16.5,"2,172",Overall,All Races,Age 20 and Older,> 12th Grade
2011,AK,Alaska,Cigarette Use (Adults),Current Smoking,44.2,231,Overall,All Races,Age 25 and Older,< 12th Grade
2011,AK,Alaska,Cigarette Use (Adults),Current Smoking,30.1,924,Overall,All Races,Age 25 and Older,12th Grade
2011,AK,Alaska,Cigarette Use (Adults),Current Smoking,16.7,"2,085",Overall,All Races,Age 25 and Older,> 12th Grade
2011,AK,Alaska,Cigarette Use (Adults),Current Smoking,25.3,705,Female,All Races,18 to 44 Years,All Grades
2011,AZ,Arizona,Cigarette Use (Adults),Current Smoking,19.3,"6,435",Overall,All Races,All Ages,All Grades
2011,AZ,Arizona,Cigarette Use (Adults),Current Smoking,21,"2,500",Male,All Races,All Ages,All Grades
2011,AZ,Arizona,Cigarette Use (Adults),Current Smoking,17.5,"3,935",Female,All Races,All Ages,All Grades
2011,AZ,Arizona,Cigarette Use (Adults),Current Smoking,27.3,109,Overall,African American,All Ages,All Grades
2011,AZ,Arizona,Cigarette Use (Adults),Current Smoking,20,284,Overall,American Indian/Alaska Native,All Ages,All Grades
2011,AZ,Arizona,Cigarette Use (Adults),Current Smoking,13.3,80,Overall,Asian/Pacific Islander,All Ages,All Grades
2011,AZ,Arizona,Cigarette Use (Adults),Current Smoking,13.3,"1,098",Overall,Hispanic,All Ages,All Grades
2011,AZ,Arizona,Cigarette Use (Adults),Current Smoking,21.7,"4,638",Overall,White,All Ages,All Grades
2011,AZ,Arizona,Cigarette Use (Adults),Current Smoking,19.2,250,Overall,All Races,18 to 24 Years,All Grades
2011,AZ,Arizona,Cigarette Use (Adults),Current Smoking,23,"1,200",Overall,All Races,25 to 44 Years,All Grades
2011,AZ,Arizona,Cigarette Use (Adults),Current Smoking,20.8,"2,359",Overall,All Races,45 to 64 Years,All Grades
2011,AZ,Arizona,Cigarette Use (Adults),Current Smoking,9,"2,555",Overall,All Races,65 Years and Older,All Grades
2011,AZ,Arizona,Cigarette Use (Adults),Current Smoking,27.9,587,Overall,All Races,Age 20 and Older,< 12th Grade
2011,AZ,Arizona,Cigarette Use (Adults),Current Smoking,24.1,"1,670",Overall,All Races,Age 20 and Older,12th Grade
2011,AZ,Arizona,Cigarette Use (Adults),Current Smoking,14.7,"4,011",Overall,All Races,Age 20 and Older,> 12th Grade
2011,AZ,Arizona,Cigarette Use (Adults),Current Smoking,28.6,570,Overall,All Races,Age 25 and Older,< 12th Grade
2011,AZ,Arizona,Cigarette Use (Adults),Current Smoking,24,"1,614",Overall,All Races,Age 25 and Older,12th Grade
2011,AZ,Arizona,Cigarette Use (Adults),Current Smoking,14.9,"3,918",Overall,All Races,Age 25 and Older,> 12th Grade
2011,AZ,Arizona,Cigarette Use (Adults),Current Smoking,20.1,850,Female,All Races,18 to 44 Years,All Grades
2011,AR,Arkansas,Cigarette Use (Adults),Current Smoking,27,"4,714",Overall,All Races,All Ages,All Grades
2011,AR,Arkansas,Cigarette Use (Adults),Current Smoking,28.9,"1,694",Male,All Races,All Ages,All Grades
2011,AR,Arkansas,Cigarette Use (Adults),Current Smoking,25.2,"3,020",Female,All Races,All Ages,All Grades
2011,AR,Arkansas,Cigarette Use (Adults),Current Smoking,27.3,620,Overall,African American,All Ages,All Grades
2011,AR,Arkansas,Cigarette Use (Adults),Current Smoking,33,58,Overall,American Indian/Alaska Native,All Ages,All Grades
2011,AR,Arkansas,Cigarette Use (Adults),Current Smoking,,,Overall,Asian/Pacific Islander,All Ages,All Grades
2011,AR,Arkansas,Cigarette Use (Adults),Current Smoking,15.1,139,Overall,Hispanic,All Ages,All Grades
2011,AR,Arkansas,Cigarette Use (Adults),Current Smoking,27.4,"3,699",Overall,White,All Ages,All Grades
2011,AR,Arkansas,Cigarette Use (Adults),Current Smoking,27.1,146,Overall,All Races,18 to 24 Years,All Grades
2011,AR,Arkansas,Cigarette Use (Adults),Current Smoking,32.9,767,Overall,All Races,25 to 44 Years,All Grades
2011,AR,Arkansas,Cigarette Use (Adults),Current Smoking,29.7,"1,857",Overall,All Races,45 to 64 Years,All Grades
2011,AR,Arkansas,Cigarette Use (Adults),Current Smoking,11.6,"1,891",Overall,All Races,65 Years and Older,All Grades
2011,AR,Arkansas,Cigarette Use (Adults),Current Smoking,40.3,633,Overall,All Races,Age 20 and Older,< 12th Grade
2011,AR,Arkansas,Cigarette Use (Adults),Current Smoking,31.2,"1,689",Overall,All Races,Age 20 and Older,12th Grade
2011,AR,Arkansas,Cigarette Use (Adults),Current Smoking,19,"2,283",Overall,All Races,Age 20 and Older,> 12th Grade
2011,AR,Arkansas,Cigarette Use (Adults),Current Smoking,38.5,625,Overall,All Races,Age 25 and Older,< 12th Grade
2011,AR,Arkansas,Cigarette Use (Adults),Current Smoking,31,"1,655",Overall,All Races,Age 25 and Older,12th Grade
2011,AR,Arkansas,Cigarette Use (Adults),Current Smoking,19,"2,224",Overall,All Races,Age 25 and Older,> 12th Grade
2011,AR,Arkansas,Cigarette Use (Adults),Current Smoking,29.7,554,Female,All Races,18 to 44 Years,All Grades
2011,CA,California,Cigarette Use (Adults),Current Smoking,13.7,"17,985",Overall,All Races,All Ages,All Grades
2011,CA,California,Cigarette Use (Adults),Current Smoking,17.3,"7,336",Male,All Races,All Ages,All Grades
2011,CA,California,Cigarette Use (Adults),Current Smoking,10,"10,649",Female,All Races,All Ages,All Grades
2011,CA,California,Cigarette Use (Adults),Current Smoking,19.8,690,Overall,African American,All Ages,All Grades
2011,CA,California,Cigarette Use (Adults),Current Smoking,24,158,Overall,American Indian/Alaska Native,All Ages,All Grades
2011,CA,California,Cigarette Use (Adults),Current Smoking,8,"1,024",Overall,Asian/Pacific Islander,All Ages,All Grades
2011,CA,California,Cigarette Use (Adults),Current Smoking,12,"4,303",Overall,Hispanic,All Ages,All Grades
2011,CA,California,Cigarette Use (Adults),Current Smoking,15.1,"11,388",Overall,White,All Ages,All Grades
2011,CA,California,Cigarette Use (Adults),Current Smoking,13.4,947,Overall,All Races,18 to 24 Years,All Grades
2011,CA,California,Cigarette Use (Adults),Current Smoking,16.4,"4,739",Overall,All Races,25 to 44 Years,All Grades
2011,CA,California,Cigarette Use (Adults),Current Smoking,13.7,"6,796",Overall,All Races,45 to 64 Years,All Grades
2011,CA,California,Cigarette Use (Adults),Current Smoking,6.9,"5,501",Overall,All Races,65 Years and Older,All Grades
2011,CA,California,Cigarette Use (Adults),Current Smoking,15.3,"2,033",Overall,All Races,Age 20 and Older,< 12th Grade
2011,CA,California,Cigarette Use (Adults),Current Smoking,19.5,"3,132",Overall,All Races,Age 20 and Older,12th Grade
2011,CA,California,Cigarette Use (Adults),Current Smoking,11.4,"12,332",Overall,All Races,Age 20 and Older,> 12th Grade
2011,CA,California,Cigarette Use (Adults),Current Smoking,15,"1,990",Overall,All Races,Age 25 and Older,< 12th Grade
2011,CA,California,Cigarette Use (Adults),Current Smoking,19.6,"2,975",Overall,All Races,Age 25 and Older,12th Grade
2011,CA,California,Cigarette Use (Adults),Current Smoking,11.2,"11,877",Overall,All Races,Age 25 and Older,> 12th Grade
2011,CA,California,Cigarette Use (Adults),Current Smoking,10.4,"3,235",Female,All Races,18 to 44 Years,All Grades
2011,CO,Colorado,Cigarette Use (Adults),Current Smoking,18.3,"13,516",Overall,All Races,All Ages,All Grades
2011,CO,Colorado,Cigarette Use (Adults),Current Smoking,21.3,"5,730",Male,All Races,All Ages,All Grades
2011,CO,Colorado,Cigarette Use (Adults),Current Smoking,15.2,"7,786",Female,All Races,All Ages,All Grades
2011,CO,Colorado,Cigarette Use (Adults),Current Smoking,23.2,262,Overall,African American,All Ages,All Grades
2011,CO,Colorado,Cigarette Use (Adults),Current Smoking,18.4,90,Overall,American Indian/Alaska Native,All Ages,All Grades
2011,CO,Colorado,Cigarette Use (Adults),Current Smoking,10.2,147,Overall,Asian/Pacific Islander,All Ages,All Grades
2011,CO,Colorado,Cigarette Use (Adults),Current Smoking,20.2,"1,497",Overall,Hispanic,All Ages,All Grades
